Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Toon Shooters 2: The Freelancers,"2,00 €*","• Acción, Arcade, Disparos (Shooter), Fiesta",25-03-2021,¡Ábrete paso a través de la galaxia en un shooter arcade multijugador de desplazamiento lateral con inspiración clásica!
BodyQuest,"5,99 €*","• Aventura, Educativo, Plataformas, Puzle",25-03-2021,Una aventura épica repleta de retos científicos. ¡Explora el cuerpo humano desde su interior como nunca antes!
Mahluk dark demon,"9,99 €*","• Acción, Arcade, Aventura, Plataformas",25-03-2021,"¡Corre, salta y ábrete camino a través de un vasto mundo épico de desafíos y embárcate en un viaje heroico!"
Littlewood,"12,32 €*","• Aventura, Rol (RPG), Simulación",25-03-2021,"The world has already been saved. Now it's time to rebuild your town, master new hobbies, and forge lifelong friendships in this peaceful and relaxing RPG."
Krystopia: A Puzzle Journey,"6,99 €*","• Aventura, Puzle",25-03-2021,Resuelve puzles y desvela el misterio que encierra el precioso universo de Krystopia.
Barrage Fantasia,"8,30 €*","• Acción, Arcade, Disparos (Shooter)",25-03-2021,
Little Kite,"7,99 €3,59 €*","• Aventura, Otros, Puzle, Simulación",25-03-2021,A point-and-click story driven adventure
Wild Park Manager,"12,00 €*","• Estrategia, Otros, Rol (RPG), Simulación",25-03-2021,"¡Crea un parque lleno de animales y flores, campos deportivos y campos de juego!"
El Hijo - A Wild West Tale,"19,99 €*","• Aventura, Estrategia",25-03-2021,"""El Hijo - A Wild West Tale"" es un emocionante juego de sigilo de spaghetti-western, en el que guías a un niño de 6 años en su búsqueda para encontrar a su madre."
Mega Mall Story2,"13,00 €*","• Estrategia, Otros, Puzle, Simulación",25-03-2021,"¡Una sim de negocios totalmente nueva! ¡Crea cafés, cines, acuarios y mucho más!"
Danger Scavenger,"9,99 €1,39 €*","• Acción, Disparos (Shooter)",25-03-2021,Danger Scavenger es un roguelite de temática ciberpunk en el que explorarás rascacielos.
Gold Digger,"4,99 €*","• Acción, Arcade, Disparos (Shooter), Plataformas",25-03-2021,Come and crush some gold bars!
Ghost: Elisa Cameron,"9,99 €0,99 €*","• Aventura, Puzle",25-03-2021,Clean Arcadia from criminals using your ghostly super powers!
Mancala,"4,99 €*","• Arcade, Estrategia, Puzle, Tablero",25-03-2021,"Juega Mancala, uno de los juegos más antiguos y conocidos de África. Disfruta de este brillante juego de lógica para Nintendo Switch™!"
Evil Inside,"12,99 €*","• Acción, Aventura, Otros, Puzle",25-03-2021,Evil Inside es un juego de terror psicológico en primera persona.
Laws of Machine,"4,00 €*","• Acción, Plataformas, Puzle",25-03-2021,"There is a corporation called Robotech, which was established by Professor Sharpey."
Scandal In The Spotlight,"24,99 €*",• Aventura,25-03-2021,You're already... our co-conspirator.
Animal Doctor,"19,99 €*","• Educativo, Otros, Rol (RPG), Simulación",25-03-2021,¡Haz realidad tus sueños con Animal Doctor!
Clea 2,"12,99 €*","• Aventura, Puzle",25-03-2021,Clea 2 es la secuela de la aventura de terror y supervivencia basada en habilidad libre de sustos guionados de 2019.
Black Legend,"19,99 €*","• Aventura, Estrategia, Rol (RPG)",25-03-2021,Domina el arte de la alquimia del siglo XVII para liberar a una ciudad maldita de la sanguinaria secta del gran alquimista Mefisto.
Bladed Fury,"16,99 €*","• Acción, Aventura, Plataformas",25-03-2021,
Future Aero Racing S Ultra - FAR S Ultra,"5,99 €*","• Arcade, Carreras, Deportes",25-03-2021,DESAFIA A LA GRAVEDAD EN LAS CARRERAS DEL FUTURO
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Rip Them Off,"7,39 €*","• Estrategia, Puzle, Simulación",25-03-2021,Un juego de ética cuestionable
Tesla Force,"16,99 €*","• Acción, Arcade, Disparos (Shooter), Rol (RPG)",24-03-2021,"Tu superpoder es la ciencia: Acompaña a Tesla, Curie, Lovecraft y Shelley y evita que los horrores cósmicos invadan nuestro mundo."
Hellbreachers,"4,99 €*","• Acción, Aventura, Plataformas",24-03-2021,¡Emprende un viaje de ida y vuelta a las profundidades del Infierno en esta aventura de acción con desplazamiento lateral!
From Shadows,"4,99 €*","• Acción, Arcade, Aventura",24-03-2021,"Action- platformer filled to the brim with blood, mayhem, and demons straight from hell!"
Tales from the Borderlands,"24,99 €*","• Acción, Aventura",24-03-2021,Un juego por episodios en cinco partes.
Angry Golf,"4,99 €*","• Acción, Arcade, Estilo de vida, Estrategia",23-03-2021,"Amazing and fun arcade game, a combination of strategic shooter and golf. Try to use the less quantity of shoots possible to beat all the levels."
Mr Trials,"0,99 €*","• Acción, Arcade, Carreras, Plataformas",23-03-2021,Trials Bike Madness! Pull of stunts and as you try to pass each stage!
3D Arcade Fishing,"14,99 €*","• Arcade, Deportes, Simulación",23-03-2021,Pesca pura y dura: ¡Disfruta de la paz y tranquilidad de la pesca y siente la emoción cuando piquen!
Tank Battle Heroes,"2,99 €*","• Acción, Disparos (Shooter), Lucha",23-03-2021,"¡ÚNETE A UNA GUERRA METÁLICA, ELIGE TU CARRO DE COMBATE Y LUCHA EN BATALLAS ÉPICAS CON TANQUES!"
Arkham Horror: Mother's Embrace,"19,99 €*","• Aventura, Otros",23-03-2021,"Inspirado por la galardonada franquicia de juegos de mesa, Arkham Horror: Mother's Embrace es un juego de investigación con combate por turnos situado en el universo de culto de H. P. Lovecraft."
Overcooked! All You Can Eat,"39,99 €*","• Estrategia, Simulación",23-03-2021,"Hemos mezclado y remasterizado Overcooked!, Overcooked 2! y todo el contenido adicional en esta deliciosa edición definitiva."
Vaporum: Lockdown,"21,99 €*","• Acción, Aventura, Puzle, Rol (RPG)",22-03-2021,Juego de rol y exploración de mazmorras ambientado en un universo «steampunk».
International Boxing,"4,99 €*",• Deportes,20-03-2021,Lucha con una variedad de golpes devastadores. Siente cada gancho y uppercut con controles intuitivos y sensibles. International Boxing te trae todas las sensaciones de las competiciones de boxeo reales.
Root Film,"39,99 €*","• Aventura, Otros",19-03-2021,Descubre un misterio de 10 años perdido en película de 35 mm
Cargo Crew Driver,"11,99 €4,79 €*","• Acción, Carreras, Deportes, Simulación",19-03-2021,"Welcome to a busy port, where multiple ships are loaded and unloaded each day!"
Gem Miner,"5,99 €*","• Acción, Arcade, Estrategia, Puzle",19-03-2021,Ayuda a Ashley a abrirse camino a través de la mina y recolecta tantas gemas como puedas antes del límite de tiempo. ¡Usa herramientas especializadas y explosivos para vivir una aventura llena de diversión!
Among Pipes,"7,99 €*","• Educativo, Estrategia, Puzle, Tablero",19-03-2021,Deja que tu cerebro fluya en este sencillo pero desafiante juego para todas las edades.
Gangsta Paradise,"9,99 €*","• Disparos (Shooter), Estilo de vida, Fiesta, Uso práctico",19-03-2021,Es hora de tomar el asunto en tus manos...
KUUKIYOMI 3: Consider It More and More!! - Father to Son,"4,39 €*","• Comunicación, Fiesta, Otros",19-03-2021,Third time's a charm. This is a game that checks your ability to be considerate to attain happiness.
Can't Drive This,"19,99 €*","• Acción, Carreras, Fiesta",19-03-2021,"Un jugador conduce, el otro construye la carretera. Al mismo tiempo."
Saviors of Sapphire Wings Stranger of Sword City Revisited,"49,99 €*",• Rol (RPG),19-03-2021,"El espíritu de un héroe, templado por el crepúsculo eterno."
Plants vs. Zombies™: La Batalla de Neighborville Edición Completa,"39,99 €*","• Acción, Aventura, Disparos (Shooter)",19-03-2021,¡Pon a punto los Cañones zumo y prepárate para el combate más alocado!
Sumatra: Fate of Yandi,"5,99 €*","• Aventura, Simulación",19-03-2021,"¡Explora una jungla dinámica, llena de puzles por resolver y misterios que desvelar!"
Unblock Brick,"9,89 €*","• Estrategia, Otros, Puzle, Tablero",18-03-2021,¡Juego de rompecabezas deslizante de bloques simple y muy adictivo!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Magic Twins,"12,99 €*","• Arcade, Estrategia, Puzle",18-03-2021,Magic Twins es un juego arcade puzzle cooperativo en el que las brujas Abra y Cadabra deben usar sus poderes cromágicos para derrotar a los elementales de colores y el Colormageddon.
Synergia,"14,99 €*","• Aventura, Rol (RPG)",18-03-2021,"En el fin del mundo, a veces el amor es el peor de los crímenes."
Raiders Of The Lost Island,"10,79 €*","• Acción, Aventura, Fiesta",18-03-2021,"Juego cooperativo LOCAL, hasta 4 jugadores. Juega en una isla hundiéndose y compite en la búsqueda de tesoros mientras construyes un bote para sobrevivir a la ola final."
Gun Skaters,"0,99 €*","• Acción, Disparos (Shooter), Fiesta",18-03-2021,"Diversión garantizada, ¡sobre todo con amigos y en familia!"
Osyaberi! Puzzle Chigatan ～Spot the Differences with Everyone～,"5,49 €*","• Fiesta, Puzle",18-03-2021,"A “Spot the Differences” game filled with creative illustrations! There are 500 stages! Plus, the puzzles are randomly generated each time for never-ending fun!"
Uchu Shinshuchu,"6,22 €*",• Acción,18-03-2021,El beso más impuro del universo
Faircroft's Antiques: The Heir of Glen Kinnoch Collector's Edition,"9,99 €*","• Aventura, Puzle",18-03-2021,Join Mia Faircroft as she seeks the true heir of the MacDougal castle.
Dark Water: Slime Invader,"16,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",18-03-2021,Cooperative play that takes advantage of the characteristics of granddaughter and grandmother! Winner of many indie game awards!
Fancy Solitaire,"8,99 €*","• Estilo de vida, Estrategia, Puzle, Tablero",18-03-2021,
Arcade Archives CRIME FIGHTERS,"6,99 €*","• Acción, Arcade",18-03-2021,Those punks are gonna get what's comin' to them! The very lives of the girls are depending on you!
Hatsune Miku Logic Paint S,"12,00 €*","• Música, Otros, Puzle",18-03-2021,"""Hatsune Miku Logic Paint S"" comes to the Nintendo Switch™!"
Chess Knights: Viking Lands,"1,99 €*","• Estrategia, Puzle, Tablero",18-03-2021,Help the Knights to rescue their Kings and Queens in the beautiful and dangerous Vikings Lands. An innovative game concept inspired by chess.
Space Otter Charlie,"13,99 €6,55 €*","• Acción, Aventura, Plataformas",18-03-2021,"¡Salta, flota y sal disparado por el espacio exterior en este ingenioso juego de plataformas en gravedad cero!"
Signs of the Sojourner,"19,99 €*","• Aventura, Rol (RPG)",18-03-2021,"Sitios a los que ir, gente a la que ver"
Fantasy Tavern Sextet -Vol.3 Postlude Days-,"6,59 €*",• Aventura,18-03-2021,The harem rom-com set in a fantasy tavern welcomes its final chapter!
Explosionade DX,"5,99 €*","• Acción, Arcade, Disparos (Shooter), Plataformas",18-03-2021,¡Pilota un robot experimental para hacer explotar a extraterrestres furtivos!
Dirt Bike Retro,"4,99 €*","• Arcade, Carreras, Deportes, Simulación",17-03-2021,
NEOGEO POCKET COLOR SELECTION Vol.1,"39,99 €*","• Acción, Deportes, Lucha",17-03-2021,¡La colección de ensueño por fin está aquí! ¡Revive 10 juegos clásicos que definieron al NEOGEO POCKET COLOR!
In Rays Of The Light,"7,99 €*","• Aventura, Otros, Puzle",17-03-2021,"Nuevo juego del desarrollador de ""7th Sector"", Sergey Noskov."
Beach Buggy Racing 2: Island Adventure,"15,99 €*","• Arcade, Carreras, Deportes",17-03-2021,"Beach Buggy Racing regresa con nuevas pistas, coches, personajes, powerups y nuevas formas de jugar con tus amigos y familiares."
Under: Depths of Fear,"10,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Simulación",17-03-2021,Escapa de un trasatlántico que se hunde mientras seres terroríficos te acechan.
Kingdoms of Amalur: Re-Reckoning,"39,99 €*","• Acción, Aventura, Rol (RPG)",16-03-2021,"¡El RPG por excelencia está de vuelta! De manos del autor superventas R. A. Salvatore, del creador de Spawn, Todd McFarlane, y del diseñador principal de Elder Scrolls IV: Oblivion, Ken Rolston, llega Kingdoms of Amalur: Re-Reckoning."
Return of the Heir,"4,99 €*","• Aventura, Plataformas",16-03-2021,"After your return from the war, your castle was taken over by evil orcs. Take it back, save your family members and recover the stolen treasure. Classic 2D platformer in fantasy world."
Stubbs the Zombie in Rebel Without a Pulse,"16,50 €*","• Acción, Aventura",16-03-2021,Lo que necesitas es Stubbs.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Lost Lands 2 The Four Horsemen,"13,99 €*","• Aventura, Puzle",15-03-2021,La historia de una chica contra los cuatro Jinetes.
Crash Bandicoot™ 4: It’s About Time,"49,99 €*",• Plataformas,12-03-2021,¡Ya era hora de que llegara un juego nuevo de Crash Bandicoot™!
Fatum Betula,"5,49 €0,99 €*",• Aventura,12-03-2021,Llévate la aventura contigo.
Sokodice,"4,99 €*",• Puzle,12-03-2021,Un juego de rompecabezas en el que tienes us rotar los dados para igualar los números en el tablero.
A-Train: All Aboard! Tourism,"59,99 €*","• Estrategia, Otros, Puzle, Simulación",12-03-2021,¡Viajeros al tren! Construye la ciudad de tus sueños en A-Train: All Aboard! Tourism para Nintendo Switch.
Pinball Big Splash,"2,99 €1,49 €*","• Arcade, Deportes, Simulación, Tablero",12-03-2021,DO NOT DROP THE BALL :-)
AXS,"14,99 €7,49 €*","• Acción, Arcade, Deportes, Simulación",12-03-2021,ACE X SNOWBOARD
Pinkman+,"4,99 €*","• Acción, Arcade, Plataformas",12-03-2021,Un juego de plataforma minimalista con máximos desafíos.
Cyanide & Happiness - Freakpocalypse,"19,99 €*","• Aventura, Puzle",11-03-2021,Disfruta de una aventura en el universo de Cyanide & Happiness en la que eres un huérfano rarito y pelirrojo que le cae mal a todo el mundo y que tiene que salvar el mundo.
Doodle Devil: 3volution,"8,99 €*","• Aventura, Puzle, Simulación, Tablero",11-03-2021,¡Acepta tu lado oscuro! ¡El poder de la destrucción está en tus manos!
NoReload Heroes Enhanced Edition,"24,99 €*","• Acción, Aventura, Disparos (Shooter), Fiesta",11-03-2021,Enfréntate a la horda de secuaces robóticos de Mefisto y recupera la torre del mago en este juego de disparos de doble stick cooperativo para 1 a 4 jugadores.
Bishoujo Battle Cyber Panic!,"5,99 €*","• Acción, Puzle",11-03-2021,¡El clásico género japonés de imágenes ocultas se pone al servicio de los fans del mecha musume moderno!
